target,entity_index,material_key,group,entity_distance,scope,group_distance,group_n
solubility,3690,CCCOC(=O)n1cnc2c1c(=O)n(C)c(=O)n2C,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,0.6444444444444444,q4,0.5675675675675675,39
solubility,3694,CCCOC(N)=O,acyclic:CCCOC(N)=O,0.30000000000000004,q2,0.30000000000000004,1
solubility,3704,CCCOCCC(=O)OC,acyclic:CCCOCCC(=O)OC,0.24,q1,0.24,1
solubility,3710,CCCOP(=O)(OCC)OCCC,acyclic:CCCOP(=O)(OCC)OCCC,0.0,q1,0.0,1
solubility,3714,CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,C1CCNCC1,0.64,q4,0.58125,20
solubility,3718,CCCOc1ccc2c(c1)C(c1ccc(OC)cc1OCC(=O)O)C(C(=O)O)C2c1ccc2c(c1)OCO2,c1ccc(C2CC(c3ccc4c(c3)OCO4)c3ccccc32)cc1,0.7205882352941176,q4,0.7205882352941176,1
solubility,3719,CCCS,acyclic:CCCS,0.41666666666666663,q2,0.41666666666666663,1
solubility,3722,CCCSCCC,acyclic:CCCSCCC,0.6111111111111112,q4,0.6111111111111112,1
solubility,3724,CCCSP(=O)(OCC)Oc1cnn(-c2ccc(Cl)cc2)c1,c1ccc(-n2cccn2)cc1,0.5517241379310345,q4,0.6346153846153846,7
solubility,3732,CCC[C@H]1CCCCN1,C1CCNCC1,0.56,q4,0.58125,20
solubility,3738,CCC[N+](=O)[O-],acyclic:CCC[N+](=O)[O-],0.33333333333333337,q2,0.33333333333333337,1
solubility,3743,CCCc1cc(=O)[nH]c(=S)[nH]1,O=c1cc[nH]c(=S)[nH]1,0.696969696969697,q2,0.4347826086956522,5
solubility,3759,CCCn1c(=O)c2c(ncn2C)n(C)c1=O,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,0.6,q4,0.5675675675675675,39
solubility,3760,CCCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,0.3571428571428571,q2,0.3512987012987013,8
solubility,3761,CCCn1cnc2c1c(=O)n(C)c(=O)n2C,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,0.5641025641025641,q4,0.5675675675675675,39
solubility,3762,CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,0.6341463414634146,q4,0.5675675675675675,39
solubility,3770,CCN(C(=O)Oc1cccc(NC(=O)OC(C)C)c1)c1ccccc1,O=C(Nc1ccccc1)Oc1ccccc1,0.4782608695652174,q3,0.4782608695652174,3
solubility,3772,CCN(C(=O)n1nnn(-c2ccccc2Cl)c1=O)C1CCCCC1,O=C(NC1CCCCC1)n1nnn(-c2ccccc2)c1=O,0.6825396825396826,q4,0.6825396825396826,1
solubility,3773,CCN(C(C)C)C(C)C,acyclic:CCN(C(C)C)C(C)C,0.5789473684210527,q4,0.5789473684210527,1
solubility,3789,CCN(CC)C(=O)CCC(=O)OCn1cnc2c1c(=O)n(C)c(=O)n2C,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,0.5245901639344263,q4,0.5675675675675675,39
