scope,seed,score,initial_source_spearman,source_weight,first_hit_rank,first_hit_fraction,top10_recall_top5,top10_enrichment,score_outcome_spearman,ensemble_spread_absolute_error_spearman,ensemble_spread_outcome_spearman,target_mean_outcome_spearman,mean_absolute_error
hard_ood_40pct,0,ensemble_spread_only,0.48418951379499114,,19.0,0.4318181818181818,0.0,0.0,-0.10501434624458193,0.5550151671280933,-0.10501434624458193,0.3765131298486859,3.1891884082369413
hard_ood_40pct,0,composition_novelty_only,0.48418951379499114,,2.0,0.045454545454545456,0.3333333333333333,2.933333333333333,0.008608226707111803,0.5550151671280933,-0.10501434624458193,0.3765131298486859,3.1891884082369413
hard_ood_40pct,0,thermoelectric_prior_high,0.48418951379499114,,3.0,0.06818181818181818,0.3333333333333333,2.933333333333333,0.6674668462326426,0.5550151671280933,-0.10501434624458193,0.3765131298486859,3.1891884082369413
hard_ood_40pct,0,thermoelectric_prior_low,0.48418951379499114,,22.0,0.5,0.0,0.0,-0.6674668462326426,0.5550151671280933,-0.10501434624458193,0.3765131298486859,3.1891884082369413
hard_ood_40pct,0,equal_positive_rank_fusion,0.48418951379499114,,1.0,0.022727272727272728,0.6666666666666666,5.866666666666666,0.5815129152810807,0.5550151671280933,-0.10501434624458193,0.3765131298486859,3.1891884082369413
hard_ood_40pct,0,credibility_weighted_signed_rank_fusion,0.48418951379499114,0.48418951379499114,1.0,0.022727272727272728,0.6666666666666666,5.866666666666666,0.5119958524128032,0.5550151671280933,-0.10501434624458193,0.3765131298486859,3.1891884082369413
hard_ood_40pct,0,target_mean_novelty_rank_fusion,0.48418951379499114,,2.0,0.045454545454545456,0.6666666666666666,5.866666666666666,0.27011306595000234,0.5550151671280933,-0.10501434624458193,0.3765131298486859,3.1891884082369413
official_test,1,target_mean,0.4313681868743047,,1.0,0.00909090909090909,0.5,5.0,0.5384324062986806,0.5968147346306996,-0.3198352301278731,0.5384324062986806,1.9345593545092128
official_test,1,ucb_beta_0.25,0.4313681868743047,,1.0,0.00909090909090909,0.5,5.0,0.5235153450978178,0.5968147346306996,-0.3198352301278731,0.5384324062986806,1.9345593545092128
official_test,1,ucb_beta_0.5,0.4313681868743047,,1.0,0.00909090909090909,0.5,5.0,0.5063255514769927,0.5968147346306996,-0.3198352301278731,0.5384324062986806,1.9345593545092128
official_test,1,ucb_beta_1,0.4313681868743047,,4.0,0.03636363636363636,0.5,5.0,0.41443320771907705,0.5968147346306996,-0.3198352301278731,0.5384324062986806,1.9345593545092128
official_test,1,ucb_beta_2,0.4313681868743047,,24.0,0.21818181818181817,0.0,0.0,0.17615705480081917,0.5968147346306996,-0.3198352301278731,0.5384324062986806,1.9345593545092128
official_test,1,ensemble_spread_only,0.4313681868743047,,47.0,0.42727272727272725,0.0,0.0,-0.3198352301278731,0.5968147346306996,-0.3198352301278731,0.5384324062986806,1.9345593545092128
official_test,1,composition_novelty_only,0.4313681868743047,,1.0,0.00909090909090909,0.16666666666666666,1.6666666666666665,-0.3856762552689504,0.5968147346306996,-0.3198352301278731,0.5384324062986806,1.9345593545092128
official_test,1,thermoelectric_prior_high,0.4313681868743047,,3.0,0.02727272727272727,0.16666666666666666,1.6666666666666665,0.1305234985252219,0.5968147346306996,-0.3198352301278731,0.5384324062986806,1.9345593545092128
official_test,1,thermoelectric_prior_low,0.4313681868743047,,78.0,0.7090909090909091,0.0,0.0,-0.1305234985252219,0.5968147346306996,-0.3198352301278731,0.5384324062986806,1.9345593545092128
official_test,1,equal_positive_rank_fusion,0.4313681868743047,,1.0,0.00909090909090909,0.5,5.0,0.4519683488614068,0.5968147346306996,-0.3198352301278731,0.5384324062986806,1.9345593545092128
official_test,1,credibility_weighted_signed_rank_fusion,0.4313681868743047,0.4313681868743047,1.0,0.00909090909090909,0.5,5.0,0.524423852470221,0.5968147346306996,-0.3198352301278731,0.5384324062986806,1.9345593545092128
