composition_key,band_gap,band_gap_q25,band_gap_q75,n_dois,n_extractions,element_system,formula_name,band_gap_iqr
Cd:0.13000000|Mg:0.22500000|Se:0.50000000|Zn:0.14500000,2.8,2.8,2.8,1,1,Cd-Mg-Se-Zn,Zn0.29Cd0.26Mg0.45Se,0.0
Cd:0.14285714|Eu:0.14285714|Ge:0.14285714|S:0.57142857,2.5,2.5,2.5,1,1,Cd-Eu-Ge-S,EuCdGeS4,0.0
Cd:0.14285714|Fe:0.28571429|O:0.57142857,1.97,1.85625,2.145,8,10,Cd-Fe-O,CdFe2O4,0.28875000000000006
Cd:0.14285714|Ga:0.28571429|S:0.57142857,1.467,1.467,1.467,1,3,Cd-Ga-S,CdGa2S4,0.0
Cd:0.14285714|Ga:0.28571429|Se:0.57142857,1.467,1.467,1.467,1,1,Cd-Ga-Se,CdGa2Se4,0.0
Cd:0.14285714|Ga:0.28571429|Te:0.57142857,1.6,1.6,1.6,1,3,Cd-Ga-Te,CdGa2Te4,0.0
Cd:0.14285714|Ho:0.28571429|S:0.57142857,2.32,2.32,2.32,1,1,Cd-Ho-S,CdHo2S4,0.0
Cd:0.14285714|In:0.28571429|O:0.57142857,2.185,1.6275,2.7424999999999997,2,2,Cd-In-O,CdIn2O4,1.1149999999999998
Cd:0.14285714|In:0.28571429|S:0.57142857,2.24,2.17875,2.5225,8,16,Cd-In-S,CdIn2S4,0.34375
Cd:0.14285714|In:0.28571429|Te:0.57142857,1.22,1.22,1.22,2,2,Cd-In-Te,CdIn2Te4,0.0
Cd:0.14285714|K:0.14285714|Nb:0.14285714|O:0.42857143|S:0.14285714,1.35,1.35,1.35,1,1,Cd-K-Nb-O-S,KNbO3 / CdS,0.0
Cd:0.14285714|La:0.28571429|S:0.57142857,2.1425,2.0375,2.21625,4,8,Cd-La-S,CdLa2S4,0.17874999999999996
Cd:0.14285714|Mo:0.14285714|N:0.14285714|S:0.57142857,2.43,2.43,2.43,1,1,Cd-Mo-N-S,CdS / MoS2-NS,0.0
Cd:0.14285714|Na:0.14285714|O:0.57142857|V:0.14285714,4.9,4.9,4.9,1,1,Cd-Na-O-V,NaCdVO4,0.0
Cd:0.14285714|O:0.28571429|Pb:0.14285714|S:0.14285714|Se:0.14285714|Ti:0.14285714,2.25,2.25,2.25,1,1,Cd-O-Pb-S-Se-Ti,TiO2 / PbSe / CdS,0.0
Cd:0.14285714|O:0.28571429|S:0.14285714|Se:0.14285714|Ti:0.14285714|Zn:0.14285714,2.08,2.08,2.08,1,1,Cd-O-S-Se-Ti-Zn,TiO2 / ZnSe / CdS,0.0
Cd:0.14285714|O:0.57142857|Rh:0.28571429,2.623,2.623,2.623,1,1,Cd-O-Rh,CdRh2O4,0.0
Cd:0.14285714|S:0.57142857|Y:0.28571429,1.53,1.53,1.53,1,4,Cd-S-Y,CdY2S4,0.0
Cd:0.15000000|S:0.50000000|Zn:0.35000000,2.7,2.7,2.7,1,1,Cd-S-Zn,Cd0.3Zn0.7S,0.0
Cd:0.16666667|Cs:0.16666667|In:0.16666667|Se:0.50000000,1.75,1.75,1.75,1,5,Cd-Cs-In-Se,CsCdInSe3,0.0
Cd:0.16666667|Cs:0.16666667|In:0.16666667|Te:0.50000000,2.4,2.4,2.4,1,1,Cd-Cs-In-Te,CsCdInTe3,0.0
Cd:0.16666667|Cu:0.16666667|Ga:0.05000000|In:0.11666667|S:0.16666667|Se:0.33333333,1.4,1.4,1.4,1,1,Cd-Cu-Ga-In-S-Se,CuIn0.7Ga0.3Se2 / CdS,0.0
Cd:0.16666667|Cu:0.16666667|Ga:0.16666667|S:0.16666667|Se:0.33333333,1.4,1.4,1.4,1,1,Cd-Cu-Ga-S-Se,CuGaSe2 / CdS,0.0
Cd:0.16666667|Cu:0.50000000|N:0.16666667|S:0.16666667,2.31,2.31,2.31,1,1,Cd-Cu-N-S,CdS / Cu3N,0.0
Cd:0.16666667|H:0.13333333|O:0.56666667|P:0.13333333,5.56,5.56,5.56,1,2,Cd-H-O-P,Cd5H2(PO4)4·4H2O,0.0
Cd:0.16666667|H:0.16666667|S:0.16666667|Se:0.16666667|Y:0.16666667|Zn:0.16666667,2.22,2.22,2.22,1,1,Cd-H-S-Se-Y-Zn,CdSe / ZnS(HY),0.0
Cd:0.16666667|Mo:0.16666667|O:0.66666667,3.0735,2.9,3.25,7,8,Cd-Mo-O,CdMoO4,0.3500000000000001
Cd:0.16666667|O:0.66666667|S:0.16666667,2.34,2.33,2.3499999999999996,2,2,Cd-O-S,CdSO4,0.019999999999999574
Cd:0.16666667|O:0.66666667|W:0.16666667,3.7,3.39025,3.75,7,9,Cd-O-W,CdWO4,0.35975
Cd:0.17500000|Cu:0.25000000|Mn:0.07500000|S:0.50000000,2.64,2.64,2.64,1,1,Cd-Cu-Mn-S,CuS / Mn0.3Cd0.7S,0.0
Cd:0.18181818|O:0.63636364|Ta:0.18181818,3.4,3.4,3.4,1,1,Cd-O-Ta,Cd2Ta2O7,0.0
Cd:0.20000000|Cu:0.40000000|S:0.20000000|Se:0.20000000,2.06,2.06,2.06,1,1,Cd-Cu-S-Se,CdSe / Cu2S,0.0
Cd:0.20000000|Ge:0.20000000|O:0.60000000,3.91,3.91,3.91,1,2,Cd-Ge-O,Cd2Ge2O6,0.0
Cd:0.20000000|H:0.40000000|O:0.40000000,3.2750000000000004,3.2,3.35,6,8,Cd-H-O,Cd(OH)2,0.1499999999999999
Cd:0.20000000|I:0.20000000|N:0.20000000|P:0.20000000|S:0.20000000,2.14,2.14,2.14,1,1,Cd-I-N-P-S,PIN / CdS,0.0
Cd:0.20000000|K:0.40000000|O:0.40000000,3.36,3.36,3.36,1,1,Cd-K-O,K2CdO2,0.0
Cd:0.20000000|O:0.40000000|S:0.20000000|Ti:0.20000000,2.2875,2.1875,2.33,10,11,Cd-O-S-Ti,TiO2 / CdS,0.14250000000000007
Cd:0.20000000|O:0.60000000|Sn:0.20000000,3.0,3.0,3.0,1,1,Cd-O-Sn,CdSnO3,0.0
Cd:0.20000000|O:0.60000000|Te:0.20000000,2.025,1.4625,2.6624999999999996,3,4,Cd-O-Te,CdTeO3,1.1999999999999997
Cd:0.20000000|O:0.60000000|Ti:0.20000000,3.525,3.2775,3.6125,3,4,Cd-O-Ti,CdTiO3,0.33499999999999996
Cd:0.20000000|S:0.40000000|Zn:0.40000000,2.985,2.985,2.985,1,1,Cd-S-Zn,ZnxCd1−xS / ZnS,0.0
Cd:0.20000000|S:0.50000000|Zn:0.30000000,2.98,2.965,2.995,2,2,Cd-S-Zn,Cd0.4Zn0.6S,0.03000000000000025
Cd:0.20000000|Te:0.50000000|Zn:0.30000000,1.8,1.8,1.8,1,1,Cd-Te-Zn,Cd0.4Zn0.6Te,0.0
Cd:0.20833333|O:0.62500000|P:0.16666667,5.0,5.0,5.0,1,1,Cd-O-P,Cd5(PO4)2P2O7,0.0
Cd:0.21739130|S:0.78260870,2.68,2.68,2.68,1,1,Cd-S,CdS3.6,0.0
Cd:0.23076923|O:0.61538462|P:0.15384615,5.16,5.16,5.16,1,1,Cd-O-P,Cd-phosphate,0.0
Cd:0.25000000|Cu:0.02500000|Mn:0.22500000|S:0.50000000,2.3,2.3,2.3,1,1,Cd-Cu-Mn-S,Mn0.45Cu0.05Cd0.5S,0.0
Cd:0.25000000|Ga:0.50000000|N:0.25000000,1.1,1.1,1.1,1,1,Cd-Ga-N,Ga(2Cd)N,0.0
Cd:0.25000000|Mn:0.25000000|S:0.50000000,2.25,2.25,2.25,1,1,Cd-Mn-S,Mn0.5Cd0.5S,0.0
Cd:0.25000000|Ni:0.25000000|O:0.50000000,2.84,2.84,2.84,1,1,Cd-Ni-O,NiO-CdO,0.0
Cd:0.25000000|O:0.25000000|S:0.25000000|Se:0.25000000,2.18,2.18,2.18,1,1,Cd-O-S-Se,CdSe(SO),0.0
Cd:0.25000000|O:0.25000000|S:0.25000000|Zn:0.25000000,2.36,2.36,2.36,1,1,Cd-O-S-Zn,CdS / ZnO,0.0
Cd:0.25000000|O:0.50000000|Zn:0.25000000,3.18,3.18,3.18,1,2,Cd-O-Zn,ZnO / CdO,0.0
Cd:0.25000000|P:0.50000000|Si:0.25000000,1.358,1.358,1.358,1,1,Cd-P-Si,CdSiP2,0.0
Cd:0.25000000|Pb:0.25000000|S:0.50000000,0.41,0.41,0.41,1,1,Cd-Pb-S,PbS / CdS,0.0
Cd:0.25000000|Pb:0.25000000|Se:0.50000000,1.3,1.3,1.3,1,1,Cd-Pb-Se,PbSe / CdSe,0.0
Cd:0.25000000|S:0.25000000|Se:0.25000000|Zn:0.25000000,3.8,3.8,3.8,1,1,Cd-S-Se-Zn,CdSe / ZnS,0.0
Cd:0.25000000|S:0.50000000|Sn:0.25000000,1.28,1.28,1.28,1,1,Cd-S-Sn,CdS / SnS,0.0
Cd:0.25000000|S:0.50000000|Zn:0.25000000,2.5149999999999997,2.4050000000000002,2.6175,14,14,Cd-S-Zn,Zn0.5Cd0.5S,0.2124999999999999
Cd:0.25000000|Se:0.50000000|Zn:0.25000000,2.2,2.2,2.2,1,1,Cd-Se-Zn,CdSe / ZnSe,0.0
Cd:0.26666667|Mo:0.03333333|Ni:0.03333333|O:0.33333333|S:0.33333333,2.2,2.2,2.2,1,1,Cd-Mo-Ni-O-S,Mo0.1Ni0.1Cd0.8SO,0.0
Cd:0.27272727|Cu:0.09090909|P:0.09090909|S:0.54545455,2.24,2.24,2.24,1,1,Cd-Cu-P-S,CuCd3PS6,0.0
Cd:0.28571429|O:0.28571429|S:0.14285714|Se:0.14285714|Ti:0.14285714,1.8,1.8,1.8,1,3,Cd-O-S-Se-Ti,TiO2 @ CdSe / CdS,0.0
Cd:0.28571429|O:0.57142857|Sn:0.14285714,2.4675000000000002,2.40875,2.5,6,8,Cd-O-Sn,Cd2SnO4,0.09125000000000005
Cd:0.30000000|Zn:0.70000000,2.59,2.59,2.59,1,1,Cd-Zn,Cd0.3Zn0.7,0.0
Cd:0.31250000|Li:0.06250000|P:0.62500000,0.9,0.9,0.9,1,1,Cd-Li-P,Li0.2CdP2,0.0
Cd:0.33333333|Cl:0.66666667,2.325,2.0949999999999998,2.3625,4,4,Cd-Cl,CdCl2,0.26750000000000007
Cd:0.33333333|Cs:0.22222222|Te:0.44444444,2.48,2.48,2.48,1,1,Cd-Cs-Te,Cs2Cd3Te4,0.0
Cd:0.33333333|Cu:0.33333333|Te:0.33333333,1.48,1.48,1.48,1,1,Cd-Cu-Te,CdTe / Cu,0.0
Cd:0.33333333|Hg:0.33333333|Te:0.33333333,1.325,0.9875,1.4049999999999998,4,5,Cd-Hg-Te,CdHgTe,0.41749999999999976
Cd:0.33333333|I:0.66666667,2.6550000000000002,2.2,3.2,8,8,Cd-I,CdI2,1.0
Cd:0.33333333|In:0.33333333|O:0.33333333,2.6,2.6,2.6,1,1,Cd-In-O,InCdO,0.0
Cd:0.33333333|Mg:0.33333333|Te:0.33333333,1.6,1.6,1.6,2,4,Cd-Mg-Te,Cd1−xMgxTe,0.0
Cd:0.33333333|N:0.33333333|S:0.33333333,2.09,2.09,2.09,1,1,Cd-N-S,CdS-N,0.0
Cd:0.33333333|O:0.33333333|S:0.33333333,2.1399999999999997,2.1399999999999997,2.1399999999999997,1,1,Cd-O-S,"Cd(S,O)",0.0
Cd:0.33333333|O:0.33333333|Te:0.33333333,1.65,1.65,1.65,1,1,Cd-O-Te,CdTeOx,0.0
Cd:0.33333333|O:0.33333333|Zn:0.33333333,2.6,2.325,2.745,4,4,Cd-O-Zn,Zn1−xCdxO,0.41999999999999993
Cd:0.33333333|S:0.33333333|Se:0.33333333,1.67,1.67,1.67,1,1,Cd-S-Se,5-CdS1−xSex,0.0
Cd:0.33333333|S:0.33333333|Te:0.33333333,1.88,1.88,1.88,1,1,Cd-S-Te,CdTexS1−x,0.0
Cd:0.33333333|S:0.33333333|Zn:0.33333333,2.4325,2.355,2.585,14,19,Cd-S-Zn,Cd1−xZnxS,0.22999999999999998
Cd:0.33333333|S:0.66666667,2.97,2.97,2.97,1,1,Cd-S,penta-CdS2,0.0
Cd:0.33333333|Se:0.33333333|Sn:0.33333333,1.24,1.24,1.24,2,3,Cd-Se-Sn,CdSnSe,0.0
Cd:0.33333333|Se:0.33333333|Te:0.33333333,1.67,1.575,1.99,3,4,Cd-Se-Te,CdTexSe1−x,0.41500000000000004
Cd:0.33333333|Se:0.33333333|Zn:0.33333333,2.125,2.125,2.125,1,3,Cd-Se-Zn,ZnCdSe,0.0
Cd:0.33333333|Te:0.33333333|Zn:0.33333333,1.76,1.73,1.79,2,2,Cd-Te-Zn,CdxZn1−xTe,0.06000000000000005
Cd:0.33333333|Te:0.66666667,1.4,1.4,1.4,1,1,Cd-Te,CdTe2,0.0
Cd:0.35000000|Mn:0.15000000|S:0.50000000,2.42,2.4,2.5300000000000002,3,3,Cd-Mn-S,Mn0.3Cd0.7S,0.13000000000000034
Cd:0.35000000|S:0.50000000|Zn:0.15000000,2.48,2.415,2.545,2,2,Cd-S-Zn,Zn0.3Cd0.7S,0.1299999999999999
Cd:0.37500000|Se:0.50000000|Zn:0.12500000,1.84,1.84,1.84,1,2,Cd-Se-Zn,Zn0.25Cd0.75Se,0.0
Cd:0.40000000|Mn:0.10000000|S:0.50000000,2.335,2.2975,2.3725,2,2,Cd-Mn-S,Mn0.2Cd0.8S,0.07500000000000018
Cd:0.40000000|Mo:0.05000000|Ni:0.05000000|S:0.50000000,2.135,2.135,2.135,1,2,Cd-Mo-Ni-S,Mo0.1Ni0.1Cd0.8S,0.0
Cd:0.40000000|S:0.50000000|Sn:0.05000000|Zn:0.05000000,2.02,2.02,2.02,1,1,Cd-S-Sn-Zn,Zn0.1Sn0.1Cd0.8S,0.0
Cd:0.40000000|S:0.50000000|Zn:0.10000000,2.4400000000000004,2.3875,2.496,4,5,Cd-S-Zn,Cd0.8Zn0.2S,0.10849999999999982
Cd:0.41176471|Cl:0.35294118|P:0.23529412,2.62,2.62,2.62,1,1,Cd-Cl-P,Cd7P4Cl6,0.0
Cd:0.43750000|Cl:0.30000000|Mn:0.06250000|P:0.20000000,1.8,1.8,1.8,1,1,Cd-Cl-Mn-P,Cd6.75Mn0.25P4Cl6(MnCd2),0.0
Cd:0.45000000|Er:0.05000000|S:0.50000000,2.5,2.5,2.5,1,1,Cd-Er-S,Cd0.90Er0.10S,0.0
Cd:0.45000000|S:0.50000000|Zn:0.05000000,2.7199999999999998,2.56,2.88,2,2,Cd-S-Zn,Cd0.9Zn0.1S,0.31999999999999984
Cd:0.45000000|Se:0.50000000|Zn:0.05000000,1.9,1.9,1.9,1,1,Cd-Se-Zn,Cd0.9Zn0.1Se,0.0
Cd:0.45500000|S:0.50000000|Zn:0.04500000,2.33,2.33,2.33,1,1,Cd-S-Zn,Zn0.09Cd0.91S,0.0
Cd:0.46875000|Mn:0.03125000|S:0.50000000,2.05,2.05,2.05,1,1,Cd-Mn-S,Cd0.9375Mn0.0625S,0.0
Cd:0.46875000|Ni:0.03125000|Se:0.50000000,0.4,0.4,0.4,1,1,Cd-Ni-Se,Cd0.9375Ni0.0625Se,0.0
Cd:0.48437500|Mn:0.01562500|Se:0.50000000,1.71,1.71,1.71,1,1,Cd-Mn-Se,Cd62Mn2Se64,0.0
Cd:0.50000000|I:0.50000000,2.23,2.23,2.23,1,1,Cd-I,CdI,0.0
Cd:0.50000000|La:0.50000000,3.04,3.04,3.04,1,5,Cd-La,La / Cd,0.0
Cd:0.50000000|O:0.50000000,2.4,2.3,2.5,136,196,Cd-O,CdO,0.20000000000000018
Cd:0.50000000|S:0.04000000|Se:0.46000000,1.727,1.727,1.727,1,1,Cd-S-Se,CdS.08Se.92,0.0
Cd:0.50000000|S:0.25000000|Se:0.25000000,1.8399999999999999,1.7850000000000001,2.2525,4,4,Cd-S-Se,CdS / CdSe,0.4674999999999998
Cd:0.50000000|S:0.50000000,2.4,2.4,2.42,1003,1325,Cd-S,CdS,0.020000000000000018
Cd:0.50000000|Sb:0.50000000,0.351,0.351,0.351,1,1,Cd-Sb,CdSb,0.0
Cd:0.50000000|Se:0.30000000|Te:0.20000000,1.52,1.4849999999999999,1.555,2,2,Cd-Se-Te,CdSe0.6Te0.4,0.07000000000000006
Cd:0.50000000|Se:0.50000000,1.74,1.7,1.89,231,282,Cd-Se,CdSe,0.18999999999999995
Cd:0.50000000|Te:0.50000000,1.5,1.45,1.56,190,234,Cd-Te,CdTe,0.1100000000000001
Cd:0.50000000|V:0.50000000,2.48,2.48,2.48,1,1,Cd-V,VCd,0.0
Cd:0.60000000|P:0.40000000,0.525,0.4625,0.55,4,6,Cd-P,Cd3P2,0.08750000000000002
Cd:1.00000000,2.475,2.3031249999999996,2.7725,12,15,Cd,cadmium,0.4693750000000003
Ce:0.00047348|O:0.99952652,5.6,5.6,5.6,1,1,Ce-O,CeO2(111),0.0
Ce:0.00358423|O:0.99641577,3.2,3.2,3.2,1,1,Ce-O,"CeO27,8",0.0
Ce:0.00714286|Co:0.07142857|Cu:0.07142857|Fe:0.27857143|O:0.57142857,0.78,0.78,0.78,1,1,Ce-Co-Cu-Fe-O,Co0.5Cu0.5Fe1.95Ce0.05O4,0.0
Ce:0.00900000|Sb:0.99100000,0.891,0.891,0.891,1,1,Ce-Sb,Ce0.009Sb0.991,0.0
Ce:0.00925926|Cu:0.49074074|S:0.50000000,0.399,0.399,0.399,1,1,Ce-Cu-S,Cu53Ce1S54,0.0
Ce:0.02469136|I:0.22222222|K:0.09876543|O:0.65432099,2.34,2.34,2.34,1,2,Ce-I-K-O,K8Ce2I18O53,0.0
Ce:0.02500000|Cu:0.25000000|In:0.22500000|S:0.50000000,1.26,1.26,1.26,1,1,Ce-Cu-In-S,CuIn0.9Ce0.1S2,0.0
Ce:0.05000000|Hf:0.95000000,5.2,5.2,5.2,1,1,Ce-Hf,Hf95Ce5,0.0
Ce:0.05882353|P:0.70588235|Ru:0.23529412,0.227,0.227,0.227,1,1,Ce-P-Ru,CeRu4P12,0.0
Ce:0.09090909|O:0.63636364|Rb:0.09090909|Ta:0.18181818,2.55,2.55,2.55,1,1,Ce-O-Rb-Ta,RbCeTa2O7,0.0
Ce:0.10000000|Hf:0.90000000,4.05,4.05,4.05,1,1,Ce-Hf,Hf90Ce10,0.0
Ce:0.12500000|Fe:0.25000000|O:0.62500000,2.49,2.49,2.49,1,1,Ce-Fe-O,CeO2- Fe2O3,0.0
Ce:0.14285714|Fe:0.14285714|O:0.57142857|Si:0.14285714,0.55,0.55,0.55,1,2,Ce-Fe-O-Si,Fe / CeO2-SiO2,0.0
Ce:0.15833333|Fe:0.00833333|O:0.66666667|V:0.16666667,2.9,2.9,2.9,1,1,Ce-Fe-O-V,Ce0.95Fe0.05VO4,0.0
Ce:0.16333333|Fe:0.00333333|O:0.66666667|V:0.16666667,2.11,2.11,2.11,1,1,Ce-Fe-O-V,Ce0.98Fe0.02VO4,0.0
Ce:0.16500000|Fe:0.00166667|O:0.66666667|V:0.16666667,2.12,2.12,2.12,1,1,Ce-Fe-O-V,Ce0.99Fe0.01VO4,0.0
Ce:0.16666667|Cu:0.33333333|O:0.33333333|S:0.16666667,1.75,1.75,1.75,1,1,Ce-Cu-O-S,Cu2S / CeO2,0.0
Ce:0.16666667|O:0.66666667|P:0.16666667,5.28,5.28,5.28,1,1,Ce-O-P,CePO4,0.0
Ce:0.16666667|O:0.66666667|Sn:0.16666667,3.53,3.53,3.53,1,1,Ce-O-Sn,SnO2 / CeO2,0.0
Ce:0.16666667|O:0.66666667|Ti:0.16666667,3.035,2.8175,3.1175,3,3,Ce-O-Ti,CeO2–TiO2,0.30000000000000027
Ce:0.16666667|O:0.66666667|V:0.16666667,2.11,1.88,2.79,3,4,Ce-O-V,CeVO4,0.9100000000000001
Ce:0.16666667|O:0.66666667|Zr:0.16666667,2.4,2.4,2.4,1,1,Ce-O-Zr,Ce0.5Zr0.5O2,0.0
Ce:0.18181818|Dy:0.18181818|O:0.63636364,3.28,3.28,3.28,1,1,Ce-Dy-O,Dy2Ce2O7,0.0
Ce:0.20000000|Co:0.20000000|O:0.60000000,2.95,2.95,2.95,1,1,Ce-Co-O,CeCoO3,0.0
Ce:0.20000000|Ga:0.20000000|O:0.60000000,2.7409,2.7409,2.7409,1,1,Ce-Ga-O,CeGaO3,0.0
Ce:0.20000000|N:0.20000000|O:0.40000000|P:0.20000000,2.75,2.75,2.75,1,1,Ce-N-O-P,CeO2NP,0.0
Ce:0.20000000|N:0.20000000|O:0.40000000|S:0.20000000,3.1,3.1,3.1,1,1,Ce-N-O-S,CeO2NS,0.0
Ce:0.20000000|O:0.40000000|P:0.20000000|S:0.20000000,2.96,2.96,2.96,1,1,Ce-O-P-S,CeO2-SP,0.0
Ce:0.20000000|O:0.60000000|Sr:0.20000000,3.01,3.01,3.01,1,1,Ce-O-Sr,SrCeO3,0.0
Ce:0.20000000|O:0.60000000|Zn:0.20000000,3.165,3.165,3.165,1,1,Ce-O-Zn,ZnO / CeO2,0.0
Ce:0.25000000|Co:0.25000000|O:0.50000000,3.2,3.2,3.2,1,1,Ce-Co-O,CoCeO2,0.0
Ce:0.25000000|F:0.75000000,3.32,3.32,3.32,1,1,Ce-F,CeF3,0.0
Ce:0.25000000|Fe:0.25000000|O:0.50000000,2.98,2.98,2.98,1,1,Ce-Fe-O,CeOx / FeOy,0.0
Ce:0.25000000|N:0.25000000|O:0.25000000|Ti:0.25000000,3.0,3.0,3.0,1,1,Ce-N-O-Ti,Ce / TiON,0.0
Ce:0.25000000|O:0.50000000|Si:0.25000000,3.06,3.06,3.06,1,1,Ce-O-Si,CeO2 / Si,0.0
Ce:0.25000000|O:0.50000000|Ti:0.25000000,2.4,2.4,2.4,1,1,Ce-O-Ti,TiO2-Ce,0.0
Ce:0.26086957|Mn:0.04347826|Se:0.60869565|Si:0.08695652,1.59,1.59,1.59,1,2,Ce-Mn-Se-Si,Ce3Mn0.5SiSe7,0.0
Ce:0.30000000|O:0.66666667|Pr:0.03333333,3.5,3.5,3.5,1,1,Ce-O-Pr,Pr0.1Ce0.9O2−δ,0.0
Ce:0.30508475|O:0.66101695|Sm:0.03389831,2.321,2.321,2.321,1,1,Ce-O-Sm,Ce0.9Sm0.1O1.95,0.0
Ce:0.33333333|Cl:0.33333333|O:0.33333333,3.05,3.05,3.05,1,1,Ce-Cl-O,CeOCl,0.0
Ce:0.33333333|Li:0.33333333|Sn:0.33333333,0.34,0.34,0.34,1,1,Ce-Li-Sn,CeLiSn,0.0
Ce:0.33333333|O:0.33333333|S:0.33333333,2.3,2.3,2.3,1,1,Ce-O-S,CeO2−xSx,0.0
Ce:0.33333333|O:0.33333333|Zn:0.33333333,2.85,2.85,2.85,1,1,Ce-O-Zn,Ce / ZnO,0.0
Ce:0.33333333|O:0.66666667,3.19,2.935,3.27,194,240,Ce-O,CeO2,0.33499999999999996
Ce:0.37500000|O:0.62500000,2.57,2.57,2.57,1,1,Ce-O,Ce2O3-CeO2,0.0
Ce:0.40000000|O:0.60000000,2.4,2.4,2.4,5,6,Ce-O,Ce2O3,0.0
Ce:0.45454545|Fe:0.45454545|Ti:0.09090909,2.34,2.34,2.34,1,1,Ce-Fe-Ti,Fe5Ce5Ti,0.0
Ce:0.50000000|N:0.50000000,1.78,1.77,1.79,2,2,Ce-N,CeN,0.020000000000000018
Ce:0.50000000|O:0.50000000,3.2,3.05,3.4000000000000004,3,4,Ce-O,CeO,0.35000000000000053
Ce:0.75000000|Ge:0.25000000,0.56,0.56,0.56,1,1,Ce-Ge,GeCe3,0.0
Ce:1.00000000,2.55,2.525,2.6849999999999996,3,3,Ce,cerium,0.1599999999999997
Cl:0.04761905|O:0.57142857|P:0.14285714|Sr:0.23809524,5.02,5.02,5.02,1,2,Cl-O-P-Sr,Sr5(PO4)3Cl,0.0
Cl:0.07142857|F:0.07142857|O:0.50000000|Pb:0.14285714|Se:0.14285714|Ti:0.07142857,3.67,3.67,3.67,1,1,Cl-F-O-Pb-Se-Ti,Pb2TiOF(SeO3)2Cl,0.0
Cl:0.07692308|H:0.38461538|O:0.34615385|Zn:0.19230769,2.469,2.469,2.469,1,1,Cl-H-O-Zn,Zn5(OH)8Cl2·H2O,0.0
Cl:0.07692308|Li:0.46153846|P:0.07692308|S:0.30769231|Te:0.07692308,2.5,2.5,2.5,1,1,Cl-Li-P-S-Te,Li6PTeS4Cl,0.0
Cl:0.07692308|Li:0.46153846|P:0.07692308|S:0.38461538,3.1,3.1,3.1,1,1,Cl-Li-P-S,Li6PS5Cl,0.0
Cl:0.09523810|F:0.57142857|Pb:0.33333333,4.15,4.15,4.15,1,1,Cl-F-Pb,Pb7F12Cl2,0.0
Cl:0.18181818|O:0.45454545|Sb:0.36363636,3.2649999999999997,3.2575,3.2725,2,2,Cl-O-Sb,Sb4O5Cl2,0.015000000000000124
Cl:0.18181818|S:0.36363636|Sn:0.45454545,0.9,0.9,0.9,1,1,Cl-S-Sn,Sn5S4Cl2,0.0
Cl:0.20000000|Cs:0.20000000|S:0.40000000|Sn:0.20000000,1.0275,1.01375,1.0412500000000002,2,3,Cl-Cs-S-Sn,CsSnS2Cl,0.027500000000000302
Cl:0.22222222|O:0.44444444|Rb:0.11111111|S:0.11111111|Sb:0.11111111,3.45,3.45,3.45,1,1,Cl-O-Rb-S-Sb,RbSbSO4Cl2,0.0
Cl:0.25000000|Cr:0.25000000|Mg:0.50000000,2.972,2.972,2.972,1,1,Cl-Cr-Mg,Mg2.0Cr–Cl,0.0
Cl:0.25000000|Cu:0.25000000|Se:0.50000000,1.58,1.54,1.62,2,5,Cl-Cu-Se,CuClSe2,0.08000000000000007
Cl:0.25000000|I:0.25000000|P:0.50000000,5.34,5.34,5.34,1,1,Cl-I-P,PIP-Cl,0.0
Cl:0.28571429|Cs:0.28571429|Hg:0.14285714|I:0.28571429,3.15,3.15,3.15,1,1,Cl-Cs-Hg-I,Cs2HgCl2I2,0.0
Cl:0.28571429|Cs:0.28571429|I:0.28571429|Sn:0.14285714,2.62,2.62,2.62,1,1,Cl-Cs-I-Sn,Cs2SnCl2I2,0.0
Cl:0.28571429|Hg:0.42857143|S:0.28571429,3.19,3.19,3.19,1,1,Cl-Hg-S,α-Hg3S2Cl2,0.0
Cl:0.33333333|Cr:0.33333333|O:0.33333333,2.35,2.35,2.35,1,1,Cl-Cr-O,CrOCl,0.0
Cl:0.33333333|Cr:0.33333333|S:0.33333333,0.856,0.856,0.856,1,1,Cl-Cr-S,CrSCl,0.0
Cl:0.33333333|Cu:0.16666667|H:0.33333333|O:0.16666667,1.5,1.5,1.5,1,1,Cl-Cu-H-O,CuCl2 ·2H2 O,0.0
Cl:0.33333333|Fe:0.33333333|O:0.33333333,1.875,1.8425,3.5875,3,4,Cl-Fe-O,FeOCl,1.7449999999999999
Cl:0.33333333|Ga:0.33333333|Te:0.33333333,2.685,2.4975,2.8725,2,5,Cl-Ga-Te,GaTeCl,0.375
Cl:0.33333333|H:0.33333333|O:0.16666667|Ru:0.16666667,2.49,2.49,2.49,1,1,Cl-H-O-Ru,[Ru(bpy)3]Cl2·6H2O,0.0
Cl:0.33333333|H:0.44444444|I:0.02777778|N:0.11111111|Sb:0.05555556|V:0.02777778,3.0,3.0,3.0,1,1,Cl-H-I-N-Sb-V,(NH4)4Sb(III)xSb(V)2−xCl12,0.0
Cl:0.33333333|I:0.33333333|Pb:0.33333333,2.75,2.75,2.75,1,1,Cl-I-Pb,PbClI,0.0
Cl:0.33333333|In:0.33333333|N:0.33333333,0.683,0.683,0.683,1,1,Cl-In-N,InN–Cl,0.0
Cl:0.33333333|In:0.33333333|P:0.33333333,3.16,3.16,3.16,1,1,Cl-In-P,ClInPc,0.0
